cap gun	can be heard in	fireworks show
singing	part of scene	musical performance
middle eastern music	has sibling	music genre
bicycle	described by	a two-wheeled vehicle used for transportation
helicopter	emitted by	aircraft
ding-dong	has timbre	percussive
whack or thwack	generated by	hammer
eruption	has subtype	volcanic eruption
caterwaul	described by	a bird call used to defend territory
snoring	has parent	breathing
music	has subtype	drum roll
whistle	emitted by	coach
jazz music	generated by	instruments
motorcycle	produced during	transportation
fire	originates from	burning material
music genre	has subtype	disc scratching
gunshot	triggers	emergency response
truck	has subtype	truck engine accelerating
hammering	associated with event	construction site
hi-hat	associated with environment	club
electronica	overlaps with	electronic music
electronica	is a type of	music
footsteps	can be heard in	street
truck brake	occurs in	street
male singing	has parent	singing
steelpan	belongs to class	music
background noise	has subtype	environmental noise
slosh	belongs to class	water splashing
insect buzz	occurs in	home
outdoor rural or natural	transcribed as	crackling fire
music genre	has subtype	disco music
wild animal	has subtype	chimpanzee
channel environment and background	has subtype	field recording
human voice	emotionally associated with	happiness
parrot talking	occurs in	mangrove
sink (filling or washing)	warns about	water damage to environment
pig	has sibling	farm animal
ukulele	indicates	musical instrument type
didgeridoo	has parent	musical instrument
footsteps	event composed of	marching
sound of things	has subtype	telephone
slot machine	occurs in	supermarket
fire alarm ringing	occurs in	supermarket
bus	has subtype	bus compressor
door domestic	has duration	short
french horn	originates from	brass section
door domestic	overlaps with	door closing
moaning	belongs to class	human non-speech sounds
gunshot	has subtype	machine gun
mellotron	belongs to class	music
baby crying	occurs in	kid game hall
percussion	localized in	battlefield
bicycle	occurs in	bike track
typewriter	is instance of	writing instrument
duck	occurs in	pond
background noise	has children	sidetone
metro door opens or closes	belongs to class	door
harmony	belongs to class	music
dog whimpering	belongs to class	dog
chewing	is a type of	oral
dog growling	belongs to class	canine
water vehicle	originates from	watercraft paddle
water vehicle	has children	motorboat speedboat
mandolin	occurs in	concert
squishing water	belongs to class	things
large vehicle	has subtype	truck engine
drum	associated with environment	music practice studio
tractor	linked to visual	tractor in harvest field during plowing
duck	localized in	lake
beat	occurs in	nightclub
large vehicle	has subtype	truck wheel rolling
tapping	has sibling	generic impact sounds
animal	occurs in	outside
ocean	warns about	tsunami warning
orchestra	generated by	conductor
whir	has subtype	car engine
domestic sounds	has subtype	broadband noise
beat	used for	dance
propeller airscrew	occurs in	airport
fire alarm ringing	has parent	alarm signal
hip hop music	is a type of	urban music
bus wheel rolling	emitted by	rolling
road vehicle	occurs in	city center
human non-speech sounds	has subtype	sneezing
yelling	occurs in	billiard pool hall
ratchet or pawl	belongs to class	mechanisms
percussion	has subtype	cymbal
human movement	transcribed as	footsteps
eruption	associated with environment	volcano
planning timber	belongs to class	tools
clicking	has subtype	clickety-clack
fire	has subtype	crackle
opera	produced during	performance
monkey	belongs to class	wild animal
bell	described by	a sound used to signal the end of a task or activity
background noise	has children	mains hum
mechanisms	has subtype	bathroom ventilation fan
tambourine	part of scene	street festival
video game music	belongs to class	music role
traffic noise	co-occurs with	siren
drilling	described by	a loud, high-pitched sound made by a machine or tool
glass break	has parent	glass
hammering	precedes	woodworking
heart sounds heartbeat	has sibling	human non-speech sounds
sizzle	can be heard in	restaurant
human voice	has subtype	female singing
ding	occurs in	train
car engine accelerating	occurs in	residential area
playing table tennis	has parent	human activities
dog growling	occurs in	park
bass drum	produced during	playing music
erhu	generated by	instrument
steelpan	can be heard in	beach party
chainsaw	entails event	woodcutting
song	occurs in	radio station
rodents rats mice	has subtype	mouse squeaking
rumble	caused by	nuclear explosion
sound of things	has subtype	breaking
scissors	temporal component of	cutting fabric
mandolin	has duration	short
road vehicle	occurs in	parking lot
knock	occurs in	room
lions or tigers roaring	produces	roaring
cleaning truck	belongs to class	truck
fox barking	temporal component of	barking
waterfall	part of scene	nature
dog	has subtype	dog growling
dance music	scene contains	disco club
singing	precedes	singing end of song
drum and bass	belongs to class	electronic music
wind or woodwind instrument	belongs to class	music
erhu	perceived as	musical
drinking or sipping	occurs in	home
trombone	localized in	parade float
ding	occurs in	kitchen
rain on surface	localized in	roof
washboard	has subtype	percussion
cowbell	has subtype	ringing
vehicle	has subtype	roller coaster
singing	overlaps with	choir
pig oink	occurs in	farm
powered saw	has children	hedge trimmer
snoring	can be heard in	dormitory
giggling	occurs in	kitchen
sound of things	has subtype	water splashing
keys jangling	produced during	opening a lock
flute	has duration	short
metronome	part of scene	music recording session
traffic noise	warns about	construction site warning
liquid pouring	has children	gush
wild animal	has subtype	pigeon dove
doorbell	can be heard in	house
gong	part of scene	temple bell
harp	has duration	medium
thunderstorm	scene contains	thunder crashes
boom	has sibling	non-machinery impact
bus	originates from	parking lot
piano	has subtype	music
aircraft	occurs in	residential area
vehicle	occurs in	residential area
dog	associated with event	playing
basketball bounce	generated by	backboard
small/medium rotating saw	belongs to class	tools
farm animal	has subtype	turkey gobble
car brake	co-occurs with	emergency stopping
music	has subtype	pop music
rumble	event composed of	heavy vehicle engine
christmas music	performed by	instrument
footsteps	occurs in	gym
vibration	associated with environment	fireworks
typewriter	caused by	key press
pulse	affects	cardiovascular health
throbbing	has subtype	heartbeat
lullaby	described by	a calming sound for babies
snake	has children	snake hissing
frog	occurs in	swamp
beat	has duration	medium
chatter	belongs to class	human group actions
ding	event composed of	bell ringing
applause	co-occurs with	applause standing ovation
insect	occurs in	home
timbales	overlaps with	rhythm
door opens or closes	transcribed as	creak
chopping food	belongs to class	things
source-ambiguous sounds	has subtype	squeak
bus	emitted by	public transportation
human non-speech sounds	has subtype	heart sounds heartbeat
music	has subtype	zither
metro approaching	belongs to class	vehicle
saxophone	localized in	music studio
vehicle engine	caused by	ignition
playing guitar	is a type of	electric instrument
shouting	is a type of	human sounds
speech	is instance of	utterance
wild animal	has subtype	lions or tigers roaring
wild animal	has subtype	insect chirping
tractor	described by	a large, heavy vehicle used for farming or transportation
harmonica	described by	a type of instrument used in blues and jazz music to create a unique sound
cart	belongs to class	vehicle
woodpecker	overlaps with	hammering
scissors	affects	paper cutting with scissors
drum	perceived as	percussion
explosion	is a type of	volcanic eruption
drum beat	produces	music
car	associated with event	automobile
car passing by	belongs to class	car engine
sound of things	has subtype	machinery impact
chainsaw	produced during	sawing
rattle (instrument)	belongs to class	music
door knock	originates from	knocking
door knock	overlaps with	ringing
knock	localized in	apartment
female screaming	belongs to class	human non-speech sounds
flute	originates from	musician
music	has subtype	tabla
eruption	is a type of	volcanic eruption
lions or tigers roaring	belongs to class	wild animal
traffic noise	occurs in	busy street
crowd	has subtype	people
harp	overlaps with	strings
mechanical fan	has sibling	mechanisms
afrobeat	event composed of	drums
waterfall	occurs in	forest
duck	event composed of	quacking
timpani	entails event	performance
bathroom ventilation fan	occurs in	bathroom
fireworks	occurs in	parade
drum	precedes	parade
sound reproduction	has children	video game/tv
acoustic guitar	belongs to class	musical instrument
echo	part of scene	concert hall
child babbling	occurs in	forest
grinding	entails event	grinding coffee beans
water vehicle	overlaps with	splashing water
bus compressor	belongs to class	road vehicle
vehicle	has subtype	metro
human voice	has subtype	belly laugh
ship	occurs in	waterfront
rodents rats mice	can be heard in	kitchen
engine starting	occurs in	bus interior
door	associated with environment	office
disc scratching	belongs to class	music genre
door slam	associated with environment	office
musical instrument	has subtype	washboard
music	occurs in	background
playing volleyball	event composed of	referee blows whistle
congas	scene contains	live music performance
piano	generated by	performer
baby babbling	belongs to class	human sounds
squeal	is a type of	animal
door	generated by	closing
vehicle door opens or closes	belongs to class	things
church bell ringing	has parent	bell ringing
bull	warns about	stampede risk
insect	temporal component of	flying
music mood	has subtype	happy music
fusillade	has parent	gunshot
dog bowing	has sibling	dog
pump (liquid)	belongs to class	hose pump
eating	has children	eating apple
human activities	has children	golf driving
door knock	originates from	knocker
engine accelerating	has sibling	road vehicle
whistle	originates from	musical instrument
human non-speech sounds	has subtype	digestive
truck brake	belongs to class	large vehicle
air conditioning	occurs in	restroom
gramophone record	belongs to class	reproduction
afrobeat	occurs in	music festival
running	temporal component of	jogging
percussion	scene contains	percussion noise
accordion	has parent	musical instrument
clunk	associated with event	metal manufacturing
animal	has subtype	pheasant crowing
pile driver	has sibling	machinery impact
aircraft	is sound of	engine
musical instrument	has subtype	bongos
flute	occurs in	classical concert
child singing	has sibling	singing
plucked string instrument	belongs to class	musical instrument
harmonic	belongs to class	other sourceless
water tap or faucet	produced during	watering plants
cat	originates from	cat's mouth
snare drum	belongs to class	percussion
tabla	associated with environment	indian classical music album
rapping	belongs to class	singing
car brake	co-occurs with	panic braking
latin america music	has subtype	flamenco music
hammering	emitted by	construction site
steel guitar or slide guitar	part of scene	music festival
banjo	has pitch	high
warbler chirping	occurs in	wetland
sheep	described by	a domesticated animal used for meat, milk, and wool
battle cry	produced during	military engagement
refrigerator	has sibling	kitchen sounds
roller coaster	localized in	theme park
chainsaw	described by	a power tool with a blade used for cutting trees or other vegetation
tools	has subtype	sawing
glass	has subtype	glass break
marimba and xylophone	described by	a type of percussion instrument with a smaller range of notes than a marimba
mandolin	occurs in	music venue event
goat	produces	bleating
door slam	part of scene	cabin
drum	has subtype	bass drum
pink noise	has parent	white or pink noise
speech	emitted by	mouth
vehicle passing by	has children	wheel rolling
small room	overlaps with	footsteps
musical instrument	scene contains	drum set
audio feedback	occurs in	concert hall
metro door opens or closes	has sibling	vehicle door opens or closes
hammering	occurs in	workshop
castanets	overlaps with	street performance
sitar	is a type of	stringed instrument
owl	has children	owl hoot
exhaust brake	belongs to class	things
truck wheel rolling	belongs to class	road vehicle
grinding	event composed of	spice grinder
environmental noise	occurs in	cafe or restaurant
metro door opens or closes	overlaps with	metro station pa system
mandolin	responds to	musical instrument
ambient music	has subtype	drone music
christmas music	performed by	human
sewing machine	has parent	light engine (high frequency)
neigh whinny	has sibling	horse
jazz music	belongs to class	jazz music genre
fireworks	localized in	celebration
liquid	has subtype	fill (with liquid)
mosquito	warns about	disease outbreak
gunshot	described by	a loud, sharp sound made by a firearm
fire truck siren ringing	occurs in	open-air market
snake	has children	snake rattling
horse	occurs in	farm
bongos	overlaps with	drums
keyboard (musical)	has children	synthesizer
trombone	performed by	musician
source-ambiguous sounds	has subtype	brief tone
large vehicle	can be heard in	highway
motorcycle	produced during	driving
gush	belongs to class	things
doorbell	responds to	source
sidetone	belongs to class	noise
people cheering	emitted by	crowd
laughing	has children	giggling
clapping	triggers	applause
harp	has duration	long
brakes squeaking	occurs in	busy street
keyboard (musical)	has subtype	piano
nose blowing	occurs in	vehicle interior
heavy engine (low frequency)	has sibling	engine
air conditioner	has subtype	air conditioning
sound of things	has subtype	extending ladders
bang	belongs to class	generic impact sounds
french horn	originates from	concert
outdoor environment	occurs in	vehicle interior
electric fan	occurs in	grocery store
pigeon dove	has parent	bird
vehicle	occurs in	public square
tractor	belongs to class	things
coughing	associated with event	respiratory problem
alarm clock ringing	caused by	power failure
drum	is a type of	rhythm instrument
bell	produced during	ringing
jackhammer	localized in	building site
bongos	perceived as	rhythmic
trumpet	associated with event	jazz
sound of things	has subtype	bus engine accelerating
bongos	part of scene	latin american music instrument
water domestic	has subtype	bathtub (filling or washing)
noise	has subtype	mains hum
door domestic	occurs in	bathroom
mechanical fan	produced during	ventilation
rain on surface	belongs to class	precipitation
whistle	emitted by	police officer
road vehicle	overlaps with	traffic noise
singing	can be heard in	music class
human sounds	has subtype	crying
telephone	has subtype	voice call
switch on or off	belongs to class	domestic sounds
trumpet	occurs in	concert
fill (with liquid)	belongs to class	liquid
police car siren ringing	belongs to class	things
clapping	has subtype	hand clapping
knife	belongs to class	things
door domestic	produces	closing
bowed string instrument	has sibling	musical instrument
vehicle engine	has subtype	truck engine
large vehicle	generated by	engine
light engine (high frequency)	occurs in	office
truck engine	belongs to class	things
eating	has children	chewing
change bell ringing	localized in	school
clapping	caused by	applause
road vehicle	originates from	highway
rattle	has subtype	car engine vibration noise
cattle or bovinae	originates from	pasture
nose blowing	occurs in	metro station
chuckling and chortling	belongs to class	human non-speech sounds
clapping	performed by	applause
vehicle	has sibling	things
music	has subtype	ringtone
fire alarm ringing	has children	smoke alarm
coughing	occurs in	airplane interior
alarm signal	has children	siren ringing
techno	overlaps with	electronic dance music
popping popcorn	produced during	eating
dog baying	generated by	dog
warbler chirping	belongs to class	bird chirping
cello	has subtype	musical instrument
typewriter	generated by	keyboard
erhu	has timbre	melodic
harmonica	has duration	long
a capella	belongs to class	human sounds
vibraphone	emitted by	orchestra
vehicle engine	occurs in	city center
truck	event composed of	engine
noise music	has parent	electronic music
whistle	has children	steam whistle
filing (rasp)	occurs in	home
door domestic	occurs in	restroom
crying	described by	a high-pitched sound made by an infant
sniffing	occurs in	airplane interior
keyboard (musical)	has children	hammond organ
playing table tennis	occurs in	sports stadium
television	part of scene	living room
horse	associated with environment	riding arena
fusillade	has parent	explosion
water	occurs in	pond
gramophone record	event composed of	recorded
gong	has duration	short
keypress tone	occurs in	home
christmas music	emitted by	holiday events
ukulele	described by	a stringed musical instrument with four strings
playing lacrosse	produced during	game
sniffing	localized in	nose cavity
musical instrument	has subtype	cowbell
erhu	has parent	bowed string instrument
fire	occurs in	campfire
inside public space	belongs to class	indoor environment
fowl animal	is a type of	poultry
pop music	has sibling	music genre
noise	has subtype	cacophony
wild animal	has subtype	ferret dooking
train	localized in	platform
human voice	has children	baby babbling
ratchet or pawl	is a type of	mechanical
gong	temporal component of	ringing
clatter	follows	ceramic on metal
drum	occurs in	drum set
hammering	has subtype	hand tool
congas	belongs to class	musical instrument
shopping cart	localized in	aisle
large vehicle	precedes	ambulance arriving
techno	can be heard in	nightclub
baby crying	occurs in	pedestrian street
cowbell	is a type of	percussion
race car	belongs to class	road vehicle
jackhammer	scene contains	construction
ambulance siren ringing	belongs to class	siren ringing
trumpet	emitted by	band
sonar	generated by	submarine
playing badminton	belongs to class	human activities
fire alarm ringing	occurs in	swimming pool
opera	can be heard in	opera house
kitchen sounds	has subtype	cooking
groaning	temporal component of	yawning
barn swallow calling	has sibling	bird chirping
farm animal	has subtype	chicken or rooster
creak	produces	wood on wood
musical instrument	has subtype	djembe
warbler chirping	warns about	bird song
coughing	has parent	human non-speech sounds
tender music	belongs to class	music
dog	can be heard in	backyard
firing muskets	generated by	gunsmith
sound effect	occurs in	theater
telephone	can be heard in	home
yodeling	belongs to class	human voice
cutlery or dishes	has parent	kitchen sounds
musical note	part of scene	music performance genre subgenre
accordion	belongs to class	musical instrument
applause	localized in	movie theater
dog howling	occurs in	park
natural sounds	has subtype	waterfall
motorcycle engine accelerating	overlaps with	motorcycle exhaust noise
train	is a type of	locomotive
happy music	belongs to class	music
banjo	part of scene	street performance
harp	produced during	playing
motorcycle brake	overlaps with	motorcycle screeching
crushing	associated with environment	oil refinery
thunder	associated with environment	storm
vehicle engine	occurs in	airplane interior
duck	described by	a bird with a distinctive quack sound
chainsaw	has duration	short
wind or woodwind instrument	has subtype	clarinet
trumpet	emitted by	orchestra
rustling leaves	occurs in	park
drinking or sipping	belongs to class	human non-speech sounds
rustle	associated with environment	grassland
pigeon dove	belongs to class	wild animal
brief tone	event composed of	chirping crickets
office sounds	has subtype	keypress tone
pulse	follows	heartbeat
liquid pouring	has sibling	liquid
organ	has subtype	electric organ
battle cry	emitted by	military
song	has timbre	melodic
frying	described by	a process of cooking food by heating it in oil or fat
tools	is a type of	musical instrument
kwaito music	performed by	musicians
bongos	associated with environment	music venue
clapping	part of scene	applause
children singing	emitted by	family
brief tone	event composed of	ringing bell
engine	has subtype	medium engine (mid frequency)
swimming	can be heard in	pool
fire	associated with environment	fireworks show
harmonic	has subtype	musical
police radio chatter	generated by	police radio
bell ringing	has children	church bell ringing
pheasant crowing	perceived as	bird call
dog	temporal component of	running
human sounds	has subtype	heart sounds heartbeat
child voice	has subtype	children playing
djembe	occurs in	music studio session
sneezing	has sibling	human non-speech sounds
saxophone	described by	a type of woodwind instrument with a distinctive, resonant sound
announcement	co-occurs with	loudspeaker
piano	localized in	concert hall
channel environment and background	has subtype	inside public space
bathroom ventilation fan	generated by	ventilation system
truck	described by	a large vehicle used for transportation
car skidding	is sound of	tire screeching
fusillade	warns about	terrorist attack on military target
change bell ringing	can be heard in	train station
gong	overlaps with	school bell
horse clip-clop	can be heard in	stable
telephone	has children	dial tone
animal	has subtype	canary calling
saxophone	responds to	jazz music
music	has subtype	bagpipes
erhu	performed by	musician
marimba and xylophone	is sound of	instrument
trumpet	is a type of	musical instrument
brakes squeaking	belongs to class	road vehicle
coffee machine	can be heard in	kitchen
music	has subtype	harp
swimming	precedes	aquatic activity
bang	precedes	gunshot
eating	has parent	digestive
playing volleyball	event composed of	ball hits net
battle cry	belongs to class	human sounds
fire alarm ringing	occurs in	restroom
bouncing on trampoline	event composed of	child play
finger snapping	localized in	classroom
channel environment and background	has subtype	cacophony
engine	is a type of	mechanical
grind	belongs to class	source-ambiguous
vehicle	has subtype	ambulance siren ringing
train	associated with event	high-speed rail
mandolin	belongs to class	musical instrument
domestic sounds	has subtype	television
road vehicle	scene contains	engine revving
bull	used for	rodeo
africa music	belongs to class	music genre
mellotron	can be heard in	music studio
music	has subtype	exciting music
vehicle door opens or closes	caused by	motion
zebra	has sibling	wild animal
reggae music	has sibling	music genre
squeal	is sound of	pig
extending ladders	occurs in	construction site
screaming	responds to	emotional outburst
woodpecker	can be heard in	forest
pizzicato	is instance of	musical instrument
cat meowing	has sibling	cat
trumpet	has timbre	brass
cooking	occurs in	cafe or restaurant
castanets	is a type of	rhythm instrument
domestic sounds	has subtype	hook and loop fastener
whale calling	has sibling	wild animal
yelling	belongs to class	human sounds
oboe	performed by	musician
traffic noise	warns about	traffic accident warning
jackhammer	event composed of	construction noise
rock music	has subtype	heavy metal
train	occurs in	train station
psychedelic rock	has parent	rock music
hose pump	belongs to class	liquid
road vehicle	caused by	road condition
coyote howling	has parent	wild animal
indoor environment	has children	large room or hall
knock	part of scene	office
bathtub (filling or washing)	belongs to class	water
hammering	has subtype	percussive tool
motorcycle engine accelerating	belongs to class	things
announcement speech	occurs in	train station
whir	has parent	onomatopoeia
sound of things	has subtype	filing (rasp)
motorcycle	has subtype	motorcycle engine
ukulele	is sound of	musical instrument
bicycle	occurs in	bike path
jackhammer	localized in	construction site
harpsichord	is a type of	musical instrument
sampler	belongs to class	musical instrument
rowboat canoe kayak	has sibling	water vehicle
sound of things	has subtype	cowbell
vehicle door opens or closes	belongs to class	door
timbales	has timbre	percussive
thunderstorm	associated with environment	rain
echo	associated with event	applause
exhaust brake	belongs to class	brakes squeaking
car engine	has subtype	car engine idling
explosion	caused by	chemical reaction
lighter	has parent	things
people shuffling	transcribed as	footsteps
shopping cart	occurs in	open-air market
tambourine	has subtype	triangular instrument
truck engine idling	has sibling	truck engine
human activities	has children	playing hockey
missile launch	occurs in	outside
knock	caused by	hand
reverse beeper	belongs to class	siren ringing
whistle	belongs to class	alarm signal
refrigerator	occurs in	home
tick-tock	is variant of	clock ticking
gospel music	belongs to class	music genre
human sounds	has subtype	large crowd
blowtorch	has sibling	tools
rodents rats mice	occurs in	forest
surface contact	has children	roll
music genre	part of scene	music performance
rain on surface	occurs in	office
human movement	occurs in	pedestrian street
tapping	scene contains	percussion instrument
throat cleaning	occurs in	bus station
domestic sounds	has children	object fall
tapping	is a type of	rhythmic
light engine (high frequency)	has children	sewing machine
saxophone	localized in	concert hall
flute	has pitch	high
liquid	part of scene	watering can
children playing	belongs to class	child voice
donkey	has sibling	farm animal
ding-dong	precedes	alarm
sound of things	has subtype	firing muskets
human movement	has sibling	human sounds
human voice	has parent	human sounds
ukulele	indicates	stringed instrument
object snapping	belongs to class	object impact
hand saw	generated by	sawmill
animal	has subtype	bird squawk
wildfire	described by	a destructive fire in a wilderness area
car engine accelerating	belongs to class	engine
road vehicle	has subtype	bus engine accelerating
engine	originates from	transportation equipment
rapping	produced during	performing
thunder	scene contains	thunderstorm
eating apple	event composed of	crunching
wood thrush calling	occurs in	forest
large rotating saw	belongs to class	sawing
children playing	has sibling	child voice
truck	can be heard in	highway
goose honking	has duration	short
horse nicker	produced during	grooming
road vehicle	scene contains	screeching brakes
tambourine	occurs in	music concert
door knock	responds to	knocking
tractor	originates from	farm
walking	belongs to class	footsteps
friction brake	belongs to class	brakes squeaking
civil defense siren ringing	occurs in	public square
slosh	belongs to class	things
singing	event composed of	voice
drum beat	has parent	beat
musical instrument	has subtype	playing guitar
machine gun	belongs to class	things
ambulance siren ringing	part of scene	natural disaster
thunder	occurs in	storm
mouse	has subtype	scurrying
raindrop	associated with environment	rain
accordion	associated with environment	parade
whimpering	has parent	crying
doorbell	generated by	bell
basketball bounce	event composed of	bouncing ball
human group actions	has subtype	applause
office sounds	has subtype	keyboard typing
bassoon	perceived as	musical
dishes or pots or pans	belongs to class	cutlery or dishes
vehicle horn	belongs to class	things
bleep bleep	belongs to class	onomatopoeia
bird	warns about	predator
sewing machine	has parent	mechanisms
accordion	part of scene	parade
disc scratching	has duration	short
popping popcorn	produced during	cooking
onomatopoeia	belongs to class	source-ambiguous
animal growling	perceived as	menacing
tire squealing	occurs in	busy street
kwaito music	generated by	music genre
ambulance siren ringing	belongs to class	vehicle
applause	follows	concert
chord	is a type of	musical
sine wave	belongs to class	source-ambiguous
blender	belongs to class	things
heavy engine (low frequency)	occurs in	city center
grime music	has sibling	hip hop music
music	has subtype	dub music
vibraphone	scene contains	jazz club
wildfire	has parent	fire
harmonic	produces	musical melody
fire truck siren ringing	has pitch	shrill
chain	has sibling	things
airplane	is a type of	commercial aircraft
ambulance siren ringing	part of scene	fire emergency
waterfall	has subtype	waterfall water
dog yipping	localized in	park
sonar	part of scene	submarine
tools	has parent	things
ding	localized in	factory
bouncing on trampoline	produced during	exercise
bassoon	has sibling	wind or woodwind instrument
whistle	originates from	human
male speaking	belongs to class	human voice
singing	overlaps with	karaoke
natural sounds	has subtype	wind blowing
castanets	part of scene	street performance
musical note	part of scene	music instrument
bee or wasp	belongs to class	insect buzz
waterfall	associated with environment	canyon
creak	has parent	onomatopoeia
applause	event composed of	clapping
squeak	has parent	onomatopoeia
dishes or pots or pans	occurs in	cafe or restaurant
child speaking	has parent	talking
saxophone	originates from	instrument
sound of things	has subtype	vehicle siren ringing
banjo	is sound of	music
swimming	occurs in	swimming pool
large vehicle	has subtype	reverse beeper
speech synthesizer	has sibling	speech
drum	is a type of	percussion instrument
train wheels squealing	occurs in	train interior
car passing by	emitted by	vehicle
snare drum	has subtype	percussion
electric toothbrush	belongs to class	brushing teeth
announcement speech	belongs to class	speech
tools	has subtype	hammering
bathroom sounds	has children	electric trimmer
water	associated with environment	ocean
tabla	warns about	a sound that warns about an event or hazard.
refrigerator	triggers	door close
eruption	warns about	evacuation warning
harmonic	produces	musical
duck	is a type of	waterfowl
applause	associated with event	theater
vehicle	used for	transportation
aircraft engine	belongs to class	things
chord	temporal component of	music
air conditioner	occurs in	train interior
door wood creak	temporal component of	door opening
duck	has subtype	croak
trombone	co-occurs with	orchestra
music	has subtype	oldschool jungle
singing	has subtype	melody
grinding	used for	milling
applause	has subtype	applause clapping
knock	caused by	strike
music	has subtype	salsa music
kwaito music	performed by	dj
music	has subtype	playing guitar
music mood	localized in	concert venue
funk carioca music	generated by	artist subgenre
vehicle engine	occurs in	residential area
singing	can be heard in	concert
plucked string instrument	transcribed as	harp
outdoor rural or natural	belongs to class	channel environment and background
air conditioner	generated by	electricity
screaming	can be heard in	stadium
saxophone	has sibling	wind or woodwind instrument
coffee machine	produced during	workday
cymbal	perceived as	percussion instrument
announcement	is a type of	public address
duck	part of scene	pond
dog	originates from	park
fowl animal	has subtype	chicken or rooster clucking
brushing teeth	has subtype	electric toothbrush
blowtorch	overlaps with	welding torch
air horn or truck horn	occurs in	bus station
alto saxophone	produced during	jazz improvisation
music mood	temporal component of	playing
shower	described by	a device used for bathing or cleaning oneself with water
sidetone	associated with event	lawnmower
train	part of scene	train terminal area
truck engine idling	belongs to class	road vehicle
nose blowing	has parent	human non-speech sounds
insect buzz	has sibling	insect
harpsichord	is variant of	harpsichord gambetta
owl hoot	generated by	owl
cello	has subtype	string instrument
music genre	has children	jazz music
chainsaw	warns about	safety hazard
chorus effect	belongs to class	things
metro	localized in	platform
musical instrument	has subtype	electric piano
trumpet	entails event	concert
harmonic	is a type of	acoustic
rodents rats mice	produces	rats
bang	produced during	explosion
tabla	belongs to class	drum
bus brake	has sibling	brakes squeaking
snowmobile	triggers	snowmobile ride off road
ukulele	responds to	producing
fire alarm ringing	caused by	fire
throbbing	temporal component of	heartbeat
small room	belongs to class	acoustic environment
announcement	occurs in	train interior
cymbal	is a type of	struck instrument
human non-speech sounds	has subtype	snorting
car	has children	car wheel rolling
flap	entails event	bird taking off
fire	part of scene	wildfire
acoustic guitar	belongs to class	plucked string instrument
mechanisms	has children	air conditioner
fireworks	part of scene	celebration
raindrop	entails event	precipitation
fire	can be heard in	burning wood
rustle	part of scene	meadow
woodpecker	has duration	short
wind chime	has sibling	chime
yelling	has sibling	shouting
woodpecker	associated with environment	garden
refrigerator	precedes	food preservation
tabla	associated with environment	indian classical music
door	has sibling	things
radio	generated by	broadcasting station
techno	belongs to class	music
race car	generated by	track
toilet flush	can be heard in	bathroom
bus engine idling	has sibling	engine idling
pheasant crowing	occurs in	grassland
door	localized in	building
chant	associated with event	cultural festival
bus engine accelerating	occurs in	busy street
frog	occurs in	wetland
car	produced during	driving
car wheel rolling	originates from	road
vehicle engine	occurs in	truck interior
turkey gobble	is variant of	gobble
shuffle	occurs in	pedestrian street
horse nicker	temporal component of	neighing
natural sounds	has subtype	tornado
harmonic	has subtype	melody
typewriter	can be heard in	writing room
phone ringing	emitted by	phone
metro	precedes	train arrival
traffic noise	warns about	road work warning
drum beat	belongs to class	music
electric train	responds to	train derailment effect cause effect
vehicle horn	has subtype	car horn
engine	part of scene	transportation vehicle
sneezing	occurs in	bus station
outdoor rural or natural	transcribed as	chirping crickets
song	event composed of	musical instrument
drilling	belongs to class	machinery impact
mellotron	belongs to class	musical instrument
fire	temporal component of	burning car
human sounds	has subtype	speech synthesizer
violin fiddle	generated by	orchestra
jet engine	belongs to class	vehicle
percussion	can be heard in	dance club
cattle or bovinae	has subtype	yak
hen	has sibling	farm animal
large vehicle	part of scene	road
urban music	has sibling	music
airplane	originates from	runway
tornado	associated with environment	natural disaster
whistling	part of scene	street performance
baby babbling	occurs in	metro station
rail transport	has children	roller coaster
police radio chatter	event composed of	police scanner
bell	part of scene	church
ship	associated with environment	port
harmonic	produces	musical note
bugle	warns about	alarm
keypress tone	has duration	short
electric toothbrush	belongs to class	toothbrush
musical instrument	has subtype	tambourine
fusillade	produces	gunshot
bus	caused by	road condition
bathroom sounds	has subtype	brushing teeth
oboe	can be heard in	symphony orchestra
new-age music	belongs to class	music genre
bus	co-occurs with	train passing
dial tone	occurs in	library
chime	entails event	a sound that signals the start of a meeting
typing	temporal component of	typing on keyboard
heavy engine (low frequency)	occurs in	public square
goat	has parent	farm animal
whispering	belongs to class	talking
accordion	can be heard in	parade
crushing	associated with environment	mining equipment
microphone	overlaps with	speech
cooking	localized in	kitchen
jackhammer	caused by	construction
cooking	described by	the process of preparing food
screech	is a type of	alarm
ambient music	belongs to class	music genre
walking	has subtype	footsteps
musical instrument	has subtype	snare drum
firecracker	localized in	celebration
washing dishes	performed by	dishwasher
fire truck siren ringing	has sibling	vehicle siren ringing
folk music	has parent	music genre
footsteps	produced during	running
lip smacking	occurs in	kitchen
whistle	has sibling	alarm signal
motorcycle	event composed of	tire screeching
baby crying	occurs in	car interior
tambourine	can be heard in	street performance
vehicle siren ringing	has sibling	siren ringing
cowbell	has pitch	low
rustle	originates from	wind
sniffing	occurs in	home
hedge trimmer	occurs in	forest
sneezing	localized in	house
beat	is a type of	percussion
alarm signal	has children	bicycle bell
sampler	has subtype	music instrument
sink (filling or washing)	belongs to class	things
engine	occurs in	city center
